property_id,check_in_date,room_category,successful_bookings,capacity,occupancy_rate,ADR,RevPAR,date,week no,adr_wow_change %,revpar_wow_change %,Realisation %,Realisation WoW change %,realisation_wow_change %,sellable_rooms,DSRN,DSRN WoW change %
18558,2022-05-01,RT1,11,15,0.73,9456.0,6934.4,2022-05-01,W 19,0.0,0.0,0.73,0.0,0.0,0.11,1.21,0.0
18559,2022-05-01,RT1,29,42,0.69,9456.0,6529.14,2022-05-01,W 19,0.0,0.0,0.69,0.0,0.0,0.29,8.41,0.0
18561,2022-05-01,RT1,31,33,0.94,9456.0,8882.9,2022-05-01,W 19,0.0,0.0,0.94,0.0,0.0,0.31,9.61,0.0
18562,2022-05-01,RT1,34,38,0.89,9456.0,8460.63,2022-05-01,W 19,0.0,0.0,0.89,0.0,0.0,0.34,11.56,0.0
18563,2022-05-01,RT1,18,27,0.67,9456.0,6304.0,2022-05-01,W 19,0.0,0.0,0.67,0.0,0.0,0.18,3.24,0.0
19559,2022-05-01,RT1,18,24,0.75,9456.0,7092.0,2022-05-01,W 19,0.0,0.0,0.75,0.0,0.0,0.18,3.24,0.0
19561,2022-05-01,RT1,25,36,0.69,9456.0,6566.66,2022-05-01,W 19,0.0,0.0,0.69,0.0,0.0,0.25,6.25,0.0
17564,2022-05-01,RT1,9,16,0.56,9456.0,5319.0,2022-05-01,W 19,0.0,0.0,0.56,0.0,0.0,0.09,0.81,0.0
19562,2022-05-01,RT2,23,23,1.0,13310.7,13310.7,2022-05-01,W 19,0.0,0.0,1.0,0.0,0.0,0.23,5.29,0.0
18563,2022-05-01,RT2,21,29,0.72,13310.7,9638.78,2022-05-01,W 19,0.0,0.0,0.72,0.0,0.0,0.21,4.41,0.0
17561,2022-05-01,RT2,32,36,0.89,13310.7,11831.73,2022-05-01,W 19,0.0,0.0,0.89,0.0,0.0,0.32,10.24,0.0
17558,2022-05-01,RT2,38,50,0.76,13310.7,10116.13,2022-05-01,W 19,0.0,0.0,0.76,0.0,0.0,0.38,14.44,0.0
16562,2022-05-01,RT2,30,43,0.7,13310.7,9286.53,2022-05-01,W 19,0.0,0.0,0.7,0.0,0.0,0.3,9.0,0.0
16561,2022-05-01,RT2,24,24,1.0,13310.7,13310.7,2022-05-01,W 19,0.0,0.0,1.0,0.0,0.0,0.24,5.76,0.0
16558,2022-05-01,RT2,21,22,0.95,13310.7,12705.67,2022-05-01,W 19,0.0,0.0,0.95,0.0,0.0,0.21,4.41,0.0
19560,2022-05-01,RT2,37,38,0.97,13310.7,12960.42,2022-05-01,W 19,0.0,0.0,0.97,0.0,0.0,0.37,13.69,0.0
16563,2022-05-01,RT2,37,38,0.97,13310.7,12960.42,2022-05-01,W 19,0.0,0.0,0.97,0.0,0.0,0.37,13.69,0.0
16559,2022-05-01,RT2,35,41,0.85,13310.7,11362.79,2022-05-01,W 19,0.0,0.0,0.85,0.0,0.0,0.35,12.25,0.0
19559,2022-05-01,RT2,32,41,0.78,13310.7,10388.84,2022-05-01,W 19,0.0,0.0,0.78,0.0,0.0,0.32,10.24,0.0
19558,2022-05-01,RT2,25,39,0.64,13310.7,8532.5,2022-05-01,W 19,0.0,0.0,0.64,0.0,0.0,0.25,6.25,0.0
17559,2022-05-01,RT2,34,39,0.87,13310.7,11604.2,2022-05-01,W 19,0.0,0.0,0.87,0.0,0.0,0.34,11.56,0.0
16560,2022-05-01,RT2,25,34,0.74,13310.7,9787.28,2022-05-01,W 19,0.0,0.0,0.74,0.0,0.0,0.25,6.25,0.0
18562,2022-05-01,RT2,33,34,0.97,13310.7,12919.21,2022-05-01,W 19,0.0,0.0,0.97,0.0,0.0,0.33,10.89,0.0
18559,2022-05-01,RT2,29,44,0.66,13310.7,8772.96,2022-05-01,W 19,0.0,0.0,0.66,0.0,0.0,0.29,8.41,0.0
17563,2022-05-01,RT2,40,44,0.91,13310.7,12100.64,2022-05-01,W 19,0.0,0.0,0.91,0.0,0.0,0.4,16.0,0.0
17562,2022-05-01,RT2,19,30,0.63,13310.7,8430.11,2022-05-01,W 19,0.0,0.0,0.63,0.0,0.0,0.19,3.61,0.0
18558,2022-05-01,RT2,21,30,0.7,13310.7,9317.49,2022-05-01,W 19,0.0,0.0,0.7,0.0,0.0,0.21,4.41,0.0
17564,2022-05-01,RT2,25,40,0.62,13310.7,8319.19,2022-05-01,W 19,0.0,0.0,0.62,0.0,0.0,0.25,6.25,0.0
18561,2022-05-01,RT2,35,40,0.88,13310.7,11646.86,2022-05-01,W 19,0.0,0.0,0.88,0.0,0.0,0.35,12.25,0.0
18560,2022-05-01,RT2,34,40,0.85,13310.7,11314.09,2022-05-01,W 19,0.0,0.0,0.85,0.0,0.0,0.34,11.56,0.0
17560,2022-05-01,RT2,31,45,0.69,13310.7,9169.59,2022-05-01,W 19,0.0,0.0,0.69,0.0,0.0,0.31,9.61,0.0
19561,2022-05-01,RT2,35,45,0.78,13310.7,10352.77,2022-05-01,W 19,0.0,0.0,0.78,0.0,0.0,0.35,12.25,0.0
19563,2022-05-01,RT2,36,45,0.8,13310.7,10648.56,2022-05-01,W 19,0.0,0.0,0.8,0.0,0.0,0.36,12.96,0.0
19563,2022-05-01,RT3,20,29,0.69,17784.4,12265.1,2022-05-01,W 19,0.0,0.0,0.69,0.0,0.0,0.2,4.0,0.0
18560,2022-05-01,RT1,27,30,0.9,9456.0,8510.4,2022-05-01,W 19,0.0,0.0,0.9,0.0,0.0,0.27,7.29,0.0
19562,2022-05-01,RT3,25,29,0.86,17784.4,15331.38,2022-05-01,W 19,0.0,0.0,0.86,0.0,0.0,0.25,6.25,0.0
19561,2022-05-01,RT3,23,29,0.79,17784.4,14104.87,2022-05-01,W 19,0.0,0.0,0.79,0.0,0.0,0.23,5.29,0.0
18562,2022-05-01,RT3,28,29,0.97,17784.4,17171.14,2022-05-01,W 19,0.0,0.0,0.97,0.0,0.0,0.28,7.84,0.0
17558,2022-05-01,RT3,21,27,0.78,17784.4,13832.31,2022-05-01,W 19,0.0,0.0,0.78,0.0,0.0,0.21,4.41,0.0
17562,2022-05-01,RT3,15,27,0.56,17784.4,9880.22,2022-05-01,W 19,0.0,0.0,0.56,0.0,0.0,0.15,2.25,0.0
19559,2022-05-01,RT3,19,27,0.7,17784.4,12514.95,2022-05-01,W 19,0.0,0.0,0.7,0.0,0.0,0.19,3.61,0.0
16559,2022-05-01,RT3,27,32,0.84,17784.4,15005.58,2022-05-01,W 19,0.0,0.0,0.84,0.0,0.0,0.27,7.29,0.0
17560,2022-05-01,RT3,19,25,0.76,17784.4,13516.14,2022-05-01,W 19,0.0,0.0,0.76,0.0,0.0,0.19,3.61,0.0
18561,2022-05-01,RT3,23,25,0.92,17784.4,16361.64,2022-05-01,W 19,0.0,0.0,0.92,0.0,0.0,0.23,5.29,0.0
16561,2022-05-01,RT3,21,21,1.0,17784.4,17784.4,2022-05-01,W 19,0.0,0.0,1.0,0.0,0.0,0.21,4.41,0.0
16563,2022-05-01,RT3,17,20,0.85,17784.4,15116.74,2022-05-01,W 19,0.0,0.0,0.85,0.0,0.0,0.17,2.89,0.0
17561,2022-05-01,RT3,16,19,0.84,17784.4,14976.33,2022-05-01,W 19,0.0,0.0,0.84,0.0,0.0,0.16,2.56,0.0
18558,2022-05-01,RT3,18,26,0.69,17784.4,12312.27,2022-05-01,W 19,0.0,0.0,0.69,0.0,0.0,0.18,3.24,0.0
18560,2022-05-01,RT3,21,24,0.88,17784.4,15561.35,2022-05-01,W 19,0.0,0.0,0.88,0.0,0.0,0.21,4.41,0.0
18563,2022-05-01,RT3,16,23,0.7,17784.4,12371.75,2022-05-01,W 19,0.0,0.0,0.7,0.0,0.0,0.16,2.56,0.0
19560,2022-05-01,RT3,16,19,0.84,17784.4,14976.33,2022-05-01,W 19,0.0,0.0,0.84,0.0,0.0,0.16,2.56,0.0
17564,2022-05-01,RT3,16,24,0.67,17784.4,11856.26,2022-05-01,W 19,0.0,0.0,0.67,0.0,0.0,0.16,2.56,0.0
16560,2022-05-01,RT3,15,20,0.75,17784.4,13338.3,2022-05-01,W 19,0.0,0.0,0.75,0.0,0.0,0.15,2.25,0.0
16558,2022-05-01,RT3,8,8,1.0,17784.4,17784.4,2022-05-01,W 19,0.0,0.0,1.0,0.0,0.0,0.08,0.64,0.0
19558,2022-05-01,RT3,13,21,0.62,17784.4,11009.39,2022-05-01,W 19,0.0,0.0,0.62,0.0,0.0,0.13,1.69,0.0
16562,2022-05-01,RT3,14,18,0.78,17784.4,13832.31,2022-05-01,W 19,0.0,0.0,0.78,0.0,0.0,0.14,1.96,0.0
17559,2022-05-01,RT3,14,16,0.88,17784.4,15561.35,2022-05-01,W 19,0.0,0.0,0.88,0.0,0.0,0.14,1.96,0.0
17563,2022-05-01,RT3,14,16,0.88,17784.4,15561.35,2022-05-01,W 19,0.0,0.0,0.88,0.0,0.0,0.14,1.96,0.0
18559,2022-05-01,RT3,14,23,0.61,17784.4,10825.28,2022-05-01,W 19,0.0,0.0,0.61,0.0,0.0,0.14,1.96,0.0
19559,2022-05-01,RT4,2,3,0.67,27465.75,18310.5,2022-05-01,W 19,0.0,0.0,0.67,0.0,0.0,0.02,0.04,0.0
16562,2022-05-01,RT4,4,6,0.67,27465.75,18310.5,2022-05-01,W 19,0.0,0.0,0.67,0.0,0.0,0.04,0.16,0.0
17558,2022-05-01,RT4,4,6,0.67,27465.75,18310.5,2022-05-01,W 19,0.0,0.0,0.67,0.0,0.0,0.04,0.16,0.0
17562,2022-05-01,RT4,4,6,0.67,27465.75,18310.5,2022-05-01,W 19,0.0,0.0,0.67,0.0,0.0,0.04,0.16,0.0
19563,2022-05-01,RT4,4,6,0.67,27465.75,18310.5,2022-05-01,W 19,0.0,0.0,0.67,0.0,0.0,0.04,0.16,0.0
19558,2022-05-01,RT4,4,7,0.57,27465.75,15694.72,2022-05-01,W 19,0.0,0.0,0.57,0.0,0.0,0.04,0.16,0.0
19561,2022-05-01,RT4,5,7,0.71,27465.75,19618.39,2022-05-01,W 19,0.0,0.0,0.71,0.0,0.0,0.05,0.25,0.0
16560,2022-05-01,RT4,6,7,0.86,27465.75,23542.07,2022-05-01,W 19,0.0,0.0,0.86,0.0,0.0,0.06,0.36,0.0
16561,2022-05-01,RT4,9,10,0.9,27465.75,24719.18,2022-05-01,W 19,0.0,0.0,0.9,0.0,0.0,0.09,0.81,0.0
17560,2022-05-01,RT4,10,13,0.77,27465.75,21127.5,2022-05-01,W 19,0.0,0.0,0.77,0.0,0.0,0.1,1.0,0.0
18561,2022-05-01,RT4,8,9,0.89,27465.75,24414.0,2022-05-01,W 19,0.0,0.0,0.89,0.0,0.0,0.08,0.64,0.0
17564,2022-05-01,RT4,9,17,0.53,27465.75,14540.69,2022-05-01,W 19,0.0,0.0,0.53,0.0,0.0,0.09,0.81,0.0
18560,2022-05-01,RT4,14,15,0.93,27465.75,25634.7,2022-05-01,W 19,0.0,0.0,0.93,0.0,0.0,0.14,1.96,0.0
19560,2022-05-01,RT4,15,16,0.94,27465.75,25749.14,2022-05-01,W 19,0.0,0.0,0.94,0.0,0.0,0.15,2.25,0.0
18559,2022-05-01,RT4,11,19,0.58,27465.75,15901.22,2022-05-01,W 19,0.0,0.0,0.58,0.0,0.0,0.11,1.21,0.0
17563,2022-05-01,RT4,17,19,0.89,27465.75,24574.62,2022-05-01,W 19,0.0,0.0,0.89,0.0,0.0,0.17,2.89,0.0
19562,2022-05-01,RT4,13,14,0.93,27465.75,25503.91,2022-05-01,W 19,0.0,0.0,0.93,0.0,0.0,0.13,1.69,0.0
17559,2022-05-01,RT4,13,14,0.93,27465.75,25503.91,2022-05-01,W 19,0.0,0.0,0.93,0.0,0.0,0.13,1.69,0.0
18558,2022-05-01,RT4,14,20,0.7,27465.75,19226.03,2022-05-01,W 19,0.0,0.0,0.7,0.0,0.0,0.14,1.96,0.0
18562,2022-05-01,RT4,19,20,0.95,27465.75,26092.46,2022-05-01,W 19,0.0,0.0,0.95,0.0,0.0,0.19,3.61,0.0
18563,2022-05-01,RT4,13,18,0.72,27465.75,19836.38,2022-05-01,W 19,0.0,0.0,0.72,0.0,0.0,0.13,1.69,0.0
16563,2022-05-01,RT4,17,18,0.94,27465.75,25939.88,2022-05-01,W 19,0.0,0.0,0.94,0.0,0.0,0.17,2.89,0.0
16559,2022-05-01,RT4,17,18,0.94,27465.75,25939.88,2022-05-01,W 19,0.0,0.0,0.94,0.0,0.0,0.17,2.89,0.0
17561,2022-05-01,RT4,3,4,0.75,27465.75,20599.31,2022-05-01,W 19,0.0,0.0,0.75,0.0,0.0,0.03,0.09,0.0
16558,2022-05-01,RT4,3,3,1.0,27465.75,27465.75,2022-05-01,W 19,0.0,0.0,1.0,0.0,0.0,0.03,0.09,0.0
16559,2022-05-02,RT1,20,30,0.67,9456.0,6304.0,2022-05-02,W 19,0.0,0.0,0.67,0.0,0.0,0.2,4.0,0.0
18560,2022-05-02,RT1,21,30,0.7,9456.0,6619.2,2022-05-02,W 19,0.0,0.0,0.7,0.0,0.0,0.21,4.41,0.0
19562,2022-05-02,RT1,20,30,0.67,9456.0,6304.0,2022-05-02,W 19,0.0,0.0,0.67,0.0,0.0,0.2,4.0,0.0
19563,2022-05-02,RT1,14,30,0.47,9456.0,4412.8,2022-05-02,W 19,0.0,0.0,0.47,0.0,0.0,0.14,1.96,0.0
17558,2022-05-02,RT1,10,19,0.53,9456.0,4976.84,2022-05-02,W 19,0.0,0.0,0.53,0.0,0.0,0.1,1.0,0.0
16558,2022-05-02,RT1,12,19,0.63,9456.0,5972.21,2022-05-02,W 19,0.0,0.0,0.63,0.0,0.0,0.12,1.44,0.0
17560,2022-05-02,RT1,22,40,0.55,9456.0,5200.8,2022-05-02,W 19,0.0,0.0,0.55,0.0,0.0,0.22,4.84,0.0
19558,2022-05-02,RT1,16,40,0.4,9456.0,3782.4,2022-05-02,W 19,0.0,0.0,0.4,0.0,0.0,0.16,2.56,0.0
19560,2022-05-02,RT1,14,26,0.54,9456.0,5091.69,2022-05-02,W 19,0.0,0.0,0.54,0.0,0.0,0.14,1.96,0.0
17561,2022-05-02,RT1,15,26,0.58,9456.0,5455.38,2022-05-02,W 19,0.0,0.0,0.58,0.0,0.0,0.15,2.25,0.0
16560,2022-05-02,RT1,17,34,0.5,9456.0,4728.0,2022-05-02,W 19,0.0,0.0,0.5,0.0,0.0,0.17,2.89,0.0
16561,2022-05-02,RT1,11,18,0.61,9456.0,5778.66,2022-05-02,W 19,0.0,0.0,0.61,0.0,0.0,0.11,1.21,0.0
16562,2022-05-02,RT1,17,31,0.55,9456.0,5185.55,2022-05-02,W 19,0.0,0.0,0.55,0.0,0.0,0.17,2.89,0.0
16563,2022-05-02,RT1,25,41,0.61,9456.0,5765.85,2022-05-02,W 19,0.0,0.0,0.61,0.0,0.0,0.25,6.25,0.0
17559,2022-05-02,RT1,20,32,0.62,9456.0,5910.0,2022-05-02,W 19,0.0,0.0,0.62,0.0,0.0,0.2,4.0,0.0
17562,2022-05-02,RT1,9,20,0.45,9456.0,4255.2,2022-05-02,W 19,0.0,0.0,0.45,0.0,0.0,0.09,0.81,0.0
17563,2022-05-02,RT1,15,25,0.6,9456.0,5673.6,2022-05-02,W 19,0.0,0.0,0.6,0.0,0.0,0.15,2.25,0.0
18558,2022-05-02,RT1,8,15,0.53,9456.0,5043.2,2022-05-02,W 19,0.0,0.0,0.53,0.0,0.0,0.08,0.64,0.0
18559,2022-05-02,RT1,17,42,0.4,9456.0,3827.43,2022-05-02,W 19,0.0,0.0,0.4,0.0,0.0,0.17,2.89,0.0
18561,2022-05-02,RT1,24,33,0.73,9456.0,6877.09,2022-05-02,W 19,0.0,0.0,0.73,0.0,0.0,0.24,5.76,0.0
18562,2022-05-02,RT1,22,38,0.58,9456.0,5474.52,2022-05-02,W 19,0.0,0.0,0.58,0.0,0.0,0.22,4.84,0.0
18563,2022-05-02,RT1,14,27,0.52,9456.0,4903.11,2022-05-02,W 19,0.0,0.0,0.52,0.0,0.0,0.14,1.96,0.0
19559,2022-05-02,RT1,13,24,0.54,9456.0,5122.0,2022-05-02,W 19,0.0,0.0,0.54,0.0,0.0,0.13,1.69,0.0
19561,2022-05-02,RT1,20,36,0.56,9456.0,5253.33,2022-05-02,W 19,0.0,0.0,0.56,0.0,0.0,0.2,4.0,0.0
17564,2022-05-02,RT1,7,16,0.44,9456.0,4137.0,2022-05-02,W 19,0.0,0.0,0.44,0.0,0.0,0.07,0.49,0.0
19562,2022-05-02,RT2,15,23,0.65,13310.7,8680.89,2022-05-02,W 19,0.0,0.0,0.65,0.0,0.0,0.15,2.25,0.0
18563,2022-05-02,RT2,15,29,0.52,13310.7,6884.84,2022-05-02,W 19,0.0,0.0,0.52,0.0,0.0,0.15,2.25,0.0
17561,2022-05-02,RT2,23,36,0.64,13310.7,8504.06,2022-05-02,W 19,0.0,0.0,0.64,0.0,0.0,0.23,5.29,0.0
17558,2022-05-02,RT2,27,50,0.54,13310.7,7187.78,2022-05-02,W 19,0.0,0.0,0.54,0.0,0.0,0.27,7.29,0.0
16562,2022-05-02,RT2,21,43,0.49,13310.7,6500.57,2022-05-02,W 19,0.0,0.0,0.49,0.0,0.0,0.21,4.41,0.0
16561,2022-05-02,RT2,16,24,0.67,13310.7,8873.8,2022-05-02,W 19,0.0,0.0,0.67,0.0,0.0,0.16,2.56,0.0
16558,2022-05-02,RT2,14,22,0.64,13310.7,8470.44,2022-05-02,W 19,0.0,0.0,0.64,0.0,0.0,0.14,1.96,0.0
19560,2022-05-02,RT2,21,38,0.55,13310.7,7355.91,2022-05-02,W 19,0.0,0.0,0.55,0.0,0.0,0.21,4.41,0.0
16563,2022-05-02,RT2,23,38,0.61,13310.7,8056.48,2022-05-02,W 19,0.0,0.0,0.61,0.0,0.0,0.23,5.29,0.0
16559,2022-05-02,RT2,23,41,0.56,13310.7,7466.98,2022-05-02,W 19,0.0,0.0,0.56,0.0,0.0,0.23,5.29,0.0
19559,2022-05-02,RT2,19,41,0.46,13310.7,6168.37,2022-05-02,W 19,0.0,0.0,0.46,0.0,0.0,0.19,3.61,0.0
19558,2022-05-02,RT2,17,39,0.44,13310.7,5802.1,2022-05-02,W 19,0.0,0.0,0.44,0.0,0.0,0.17,2.89,0.0
17559,2022-05-02,RT2,26,39,0.67,13310.7,8873.8,2022-05-02,W 19,0.0,0.0,0.67,0.0,0.0,0.26,6.76,0.0
16560,2022-05-02,RT2,17,34,0.5,13310.7,6655.35,2022-05-02,W 19,0.0,0.0,0.5,0.0,0.0,0.17,2.89,0.0
18562,2022-05-02,RT2,17,34,0.5,13310.7,6655.35,2022-05-02,W 19,0.0,0.0,0.5,0.0,0.0,0.17,2.89,0.0
18559,2022-05-02,RT2,18,44,0.41,13310.7,5445.29,2022-05-02,W 19,0.0,0.0,0.41,0.0,0.0,0.18,3.24,0.0
17563,2022-05-02,RT2,28,44,0.64,13310.7,8470.44,2022-05-02,W 19,0.0,0.0,0.64,0.0,0.0,0.28,7.84,0.0
17562,2022-05-02,RT2,14,30,0.47,13310.7,6211.66,2022-05-02,W 19,0.0,0.0,0.47,0.0,0.0,0.14,1.96,0.0
18558,2022-05-02,RT2,14,30,0.47,13310.7,6211.66,2022-05-02,W 19,0.0,0.0,0.47,0.0,0.0,0.14,1.96,0.0
17564,2022-05-02,RT2,16,40,0.4,13310.7,5324.28,2022-05-02,W 19,0.0,0.0,0.4,0.0,0.0,0.16,2.56,0.0
18561,2022-05-02,RT2,25,40,0.62,13310.7,8319.19,2022-05-02,W 19,0.0,0.0,0.62,0.0,0.0,0.25,6.25,0.0
18560,2022-05-02,RT2,26,40,0.65,13310.7,8651.95,2022-05-02,W 19,0.0,0.0,0.65,0.0,0.0,0.26,6.76,0.0
17560,2022-05-02,RT2,23,45,0.51,13310.7,6803.25,2022-05-02,W 19,0.0,0.0,0.51,0.0,0.0,0.23,5.29,0.0
19561,2022-05-02,RT2,22,45,0.49,13310.7,6507.45,2022-05-02,W 19,0.0,0.0,0.49,0.0,0.0,0.22,4.84,0.0
19563,2022-05-02,RT2,20,45,0.44,13310.7,5915.87,2022-05-02,W 19,0.0,0.0,0.44,0.0,0.0,0.2,4.0,0.0
19563,2022-05-02,RT3,14,29,0.48,17784.4,8585.57,2022-05-02,W 19,0.0,0.0,0.48,0.0,0.0,0.14,1.96,0.0
19562,2022-05-02,RT3,18,29,0.62,17784.4,11038.59,2022-05-02,W 19,0.0,0.0,0.62,0.0,0.0,0.18,3.24,0.0
19561,2022-05-02,RT3,17,29,0.59,17784.4,10425.34,2022-05-02,W 19,0.0,0.0,0.59,0.0,0.0,0.17,2.89,0.0
18562,2022-05-02,RT3,18,29,0.62,17784.4,11038.59,2022-05-02,W 19,0.0,0.0,0.62,0.0,0.0,0.18,3.24,0.0
17558,2022-05-02,RT3,12,27,0.44,17784.4,7904.18,2022-05-02,W 19,0.0,0.0,0.44,0.0,0.0,0.12,1.44,0.0
17562,2022-05-02,RT3,12,27,0.44,17784.4,7904.18,2022-05-02,W 19,0.0,0.0,0.44,0.0,0.0,0.12,1.44,0.0
19559,2022-05-02,RT3,14,27,0.52,17784.4,9221.54,2022-05-02,W 19,0.0,0.0,0.52,0.0,0.0,0.14,1.96,0.0
16559,2022-05-02,RT3,20,32,0.62,17784.4,11115.25,2022-05-02,W 19,0.0,0.0,0.62,0.0,0.0,0.2,4.0,0.0
16558,2022-05-02,RT3,5,8,0.62,17784.4,11115.25,2022-05-02,W 19,0.0,0.0,0.62,0.0,0.0,0.05,0.25,0.0
18561,2022-05-02,RT3,18,25,0.72,17784.4,12804.76,2022-05-02,W 19,0.0,0.0,0.72,0.0,0.0,0.18,3.24,0.0
18558,2022-05-02,RT3,15,26,0.58,17784.4,10260.23,2022-05-02,W 19,0.0,0.0,0.58,0.0,0.0,0.15,2.25,0.0
16561,2022-05-02,RT3,13,21,0.62,17784.4,11009.39,2022-05-02,W 19,0.0,0.0,0.62,0.0,0.0,0.13,1.69,0.0
16563,2022-05-02,RT3,13,20,0.65,17784.4,11559.86,2022-05-02,W 19,0.0,0.0,0.65,0.0,0.0,0.13,1.69,0.0
17560,2022-05-02,RT3,13,25,0.52,17784.4,9247.89,2022-05-02,W 19,0.0,0.0,0.52,0.0,0.0,0.13,1.69,0.0
18560,2022-05-02,RT3,14,24,0.58,17784.4,10374.23,2022-05-02,W 19,0.0,0.0,0.58,0.0,0.0,0.14,1.96,0.0
17559,2022-05-02,RT3,9,16,0.56,17784.4,10003.72,2022-05-02,W 19,0.0,0.0,0.56,0.0,0.0,0.09,0.81,0.0
17563,2022-05-02,RT3,9,16,0.56,17784.4,10003.72,2022-05-02,W 19,0.0,0.0,0.56,0.0,0.0,0.09,0.81,0.0
18559,2022-05-02,RT3,9,23,0.39,17784.4,6959.11,2022-05-02,W 19,0.0,0.0,0.39,0.0,0.0,0.09,0.81,0.0
19558,2022-05-02,RT3,9,21,0.43,17784.4,7621.88,2022-05-02,W 19,0.0,0.0,0.43,0.0,0.0,0.09,0.81,0.0
17564,2022-05-02,RT3,9,24,0.38,17784.4,6669.15,2022-05-02,W 19,0.0,0.0,0.38,0.0,0.0,0.09,0.81,0.0
16560,2022-05-02,RT3,10,20,0.5,17784.4,8892.2,2022-05-02,W 19,0.0,0.0,0.5,0.0,0.0,0.1,1.0,0.0
17561,2022-05-02,RT3,10,19,0.53,17784.4,9360.21,2022-05-02,W 19,0.0,0.0,0.53,0.0,0.0,0.1,1.0,0.0
16562,2022-05-02,RT3,11,18,0.61,17784.4,10868.24,2022-05-02,W 19,0.0,0.0,0.61,0.0,0.0,0.11,1.21,0.0
18563,2022-05-02,RT3,11,23,0.48,17784.4,8505.58,2022-05-02,W 19,0.0,0.0,0.48,0.0,0.0,0.11,1.21,0.0
19560,2022-05-02,RT3,11,19,0.58,17784.4,10296.23,2022-05-02,W 19,0.0,0.0,0.58,0.0,0.0,0.11,1.21,0.0
19559,2022-05-02,RT4,2,3,0.67,27465.75,18310.5,2022-05-02,W 19,0.0,0.0,0.67,0.0,0.0,0.02,0.04,0.0
16558,2022-05-02,RT4,2,3,0.67,27465.75,18310.5,2022-05-02,W 19,0.0,0.0,0.67,0.0,0.0,0.02,0.04,0.0
17558,2022-05-02,RT4,4,6,0.67,27465.75,18310.5,2022-05-02,W 19,0.0,0.0,0.67,0.0,0.0,0.04,0.16,0.0
19563,2022-05-02,RT4,4,6,0.67,27465.75,18310.5,2022-05-02,W 19,0.0,0.0,0.67,0.0,0.0,0.04,0.16,0.0
19558,2022-05-02,RT4,4,7,0.57,27465.75,15694.72,2022-05-02,W 19,0.0,0.0,0.57,0.0,0.0,0.04,0.16,0.0
19561,2022-05-02,RT4,4,7,0.57,27465.75,15694.72,2022-05-02,W 19,0.0,0.0,0.57,0.0,0.0,0.04,0.16,0.0
18561,2022-05-02,RT4,5,9,0.56,27465.75,15258.75,2022-05-02,W 19,0.0,0.0,0.56,0.0,0.0,0.05,0.25,0.0
16561,2022-05-02,RT4,6,10,0.6,27465.75,16479.45,2022-05-02,W 19,0.0,0.0,0.6,0.0,0.0,0.06,0.36,0.0
